output,parameter,increment,steps,fd,oti,rel_error,plateau_spread,weighted_fd,float32_floor_rel,weighted_error
tip_RF2,gd0,6,0.01/0.005,2038.6397838592527,2037.9882896209674,0.0003195730032561133,1.461872893075693e-05,0.04084720070620142,0.0002918420050573573,1.305366260428602e-05
tip_RF2,gd0,7,0.01/0.005,2199.5842456817627,2198.348192570089,0.0005619485200898224,3.929230494080411e-05,0.04267021342901221,0.00027937354883190903,2.3978463288350276e-05
tip_RF2,gd0,8,0.01/0.005,2309.519052505493,2308.6171790222365,0.0003905027249193812,2.45178373718943e-05,0.0436469712909248,0.00027312156153104625,1.7044261223584133e-05
tip_RF2,gd0,9,0.01/0.005,2401.1313915252686,2400.7664267314667,0.00015199701069669905,4.095888472680424e-05,0.0443698939928586,0.00026867156718915795,6.744091251843932e-06
tip_RF2,gd0,10,0.01/0.005,2476.5491485595703,2476.2591625970067,0.00011709275494583635,5.776228892696921e-05,0.04485646711067015,0.00026575719674192655,5.252367311125668e-06
tip_RF2,gd0,11,0.01/0.005,2541.3036346435547,2541.0689476163857,9.234906996932685e-05,1.8763486255746317e-05,0.045193801974700756,0.0002637735360647771,4.173605580741541e-06
tip_RF2,gd0,12,0.01/0.005,2601.0513305664062,2600.9385088286626,4.3375436854238355e-05,3.895651536261641e-05,0.04547617054353459,0.00026213572542714764,1.972548763783659e-06
tip_RF2,gd0,13,0.01/0.005,2655.7564735412598,2655.579517931667,6.663096234756277e-05,3.590970504666017e-05,0.045698874772311784,0.00026085825995656294,3.0449600042798925e-06
tip_RF2,gd0,14,0.01/0.005,2705.991268157959,2705.9392059850375,1.9239593835409425e-05,1.1013458446221282e-05,0.045867702512332256,0.00025989810481292353,8.824759665006609e-07
tip_RF2,gd0,15,0.01/0.005,2754.4021606445312,2754.488949818409,3.1509260019348994e-05,9.088705768298594e-05,0.04602550173660236,0.00025900703969073416,1.4502295017396024e-06
tip_RF2,gd0,16,0.01/0.005,2801.4779090881343,2801.438689994002,1.3999430088400247e-05,4.2552286121571885e-05,0.04617949813032032,0.00025814331982207346,6.464866555928293e-07
tip_RF2,gd0,17,0.01/0.005,2845.966815948486,2845.853528126736,3.980644507698095e-05,8.377419503470347e-06,0.046306269613300505,0.00025743660749675434,1.8432879780817186e-06
tip_RF2,gd0,18,0.01/0.005,2888.3218765258785,2888.2488016673246,2.5300109086770177e-05,1.8572784679516284e-05,0.04641203692662644,0.00025684994118926776,1.1742295971828545e-06
tip_RF2,gd0,19,0.01/0.005,2929.5444488525386,2929.44032880309,3.554137896406412e-05,4.883050930221203e-05,0.046512497752453336,0.0002562951793843268,1.6531183091851245e-06
